0.1,17,5,44.5,23.1,15.1,0.69,8.6,5.22,1,-15.85,1.1,0.15,1.2,3,-2.7,1.94,0.49
0.039,19,7,25.0,11.1,9.01,0.13,10.5,5.22,1.07,7.96,1.0,0.73,0.0,3.0,-2.68,0.68,0.49
0.1,17,6,34.8,-3.78,15.1,1.0,8.6,0.79,1.0,1.0,1.0,-2.0,0.0,3.0,-2.7,1.94,0.49
0.064,15,5,34.8,27.2,12.0,-12.616,8.6,0.84,1.41,1.0,1.0,-20.1,0.0,2.76,-2.7,2.12,-0.25
0.05,17,12,35.2,-5.24,18.0,-12.616,8.6,1.879,1.41,-0.89,4.44,-20.28,0.0,2.76,-2.26,2.35,-0.25
0.077,17,5,30.8,3.82,22.46,-12.416,8.6,1.88,1.32,-1.32,-2.47,-28.08,0.16,2.73,-2.76,3.91,2.59
